Experiment,Location,Structure,Position,Species,Type,Origin,Comments,Date_0,Length_0,Width1_0,Width2_0,EV_0,Condition_0,Cause_0,SGR_0,Comments_0,Date_1,Length_1,Width1_1,Width2_1,EV_1,Condition_1,Cause_1,SGR_1,Comments_1,Date_2,Length_2,Width1_2,Width2_2,EV_2,Condition_2,Cause_2,SGR_2,Comments_2,Date_3,Length_3,Width1_3,Width2_3,EV_3,Condition_3,Cause_3,SGR_3,Comments_3,Date_4,Length_4,Width1_4,Width2_4,EV_4,Condition_4,Cause_4,SGR_4,Comments_4,Date_5,Length_5,Width1_5,Width2_5,EV_5,Condition_5,Cause_5,SGR_5,Comments_5,Date_6,Length_6,Width1_6,Width2_6,EV_6,Condition_6,Cause_6,SGR_6,Comments_6,Date_7,Length_7,Width1_7,Width2_7,EV_7,Condition_7,Cause_7,SGR_7,Comments_7,Date_8,Length_8,Width1_8,Width2_8,EV_8,Condition_8,Cause_8,SGR_8,Comments_8,Date_9,Length_9,Width1_9,Width2_9,EV_9,Condition_9,Cause_9,SGR_9,Comments_9,Date_10,Length_10,Width1_10,Width2_10,EV_10,Condition_10,Cause_10,SGR_10,Comments_10,Date_11,Length_11,Width1_11,Width2_11,EV_11,Condition_11,Cause_11,SGR_11,Comments_11,Date_12,Length_12,Width1_12,Width2_12,EV_12,Condition_12,Cause_12,SGR_12,Comments_12
Mineral accretion,Firefly,14,2,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,9.8,6,2.2,130,100,,,,06-Jan-20,9.8,6.1,2.2,135,100,,,,20-Jan-20,10.1,6.3,3.4,186,100,,,,03-Feb-20,9.9,5.9,3.6,174,100,,,,17-Feb-20,10.2,6.1,3.62,189,100,,,,02-Mar-20,10.5,5.9,4.2,209,100,,,,16-Mar-20,10.4,5.8,4.8,228,100,,,,24-Apr-20,10.7,6.4,4.8,266,95,,,,27-May-20,11.3,6.6,5,297,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,3,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,,,,,0,,,dead,06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,dead,02-Mar-20,,,,,0,,,dead,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,4,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,7.6,4.7,2.6,79,90,,,,06-Jan-20,7.6,5.3,2.7,94,100,,,,20-Jan-20,7.8,6.3,2.9,130,100,,,,03-Feb-20,8.3,6.3,3,141,100,,,,17-Feb-20,8.89,5.77,3.2,140,100,,,,02-Mar-20,9.3,6,3.3,156,100,,,,16-Mar-20,9.3,5.4,3.8,154,100,,,,24-Apr-20,9.6,5.6,3.9,169,90,,,,27-May-20,9.7,6,4.7,218,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,5,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,7.5,4.7,8.3,246,100,,,,06-Jan-20,7.5,4.7,8.8,265,100,,,,20-Jan-20,7.8,4.4,9.1,277,100,,,,03-Feb-20,8.1,4.9,9.6,333,100,,,,17-Feb-20,8.82,4.31,9.91,350,100,,,,02-Mar-20,9.1,5,9.3,362,100,,,,16-Mar-20,9.1,5.8,9.3,409,100,,,,24-Apr-20,9.4,6.7,9.7,500,95,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,6,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,8.7,7.8,5.8,315,90,,,,06-Jan-20,9.2,7.8,6.6,375,95,,,,20-Jan-20,9.6,7.5,6.7,380,95,,,,03-Feb-20,9.9,7.7,7.5,449,90,,,,17-Feb-20,10.67,7.18,8.73,530,95,,,,02-Mar-20,10.7,7.2,8.7,531,95,,,,16-Mar-20,10.8,7.1,9,550,90,,,,24-Apr-20,10.8,8.1,8.6,589,95,,,,27-May-20,10.7,8.6,10.2,744,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,7,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,9.6,6.8,5.7,293,100,,,,06-Jan-20,11.3,7.5,6.5,434,100,,,,20-Jan-20,11.5,7.7,6.6,458,100,,,,03-Feb-20,11.9,8.4,6.7,529,100,,,,17-Feb-20,12.3,8.26,7.65,611,100,,,,02-Mar-20,12.4,9.4,7.3,677,100,,,,16-Mar-20,12.7,9,7.7,692,100,,,,24-Apr-20,12.3,8.5,9.4,778,100,,,,27-May-20,12.6,9.7,8.3,799,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,8,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,4,1.6,6.5,52,50,,,,06-Jan-20,4,1.9,6.4,54,95,,,,20-Jan-20,4.2,2.3,6,56,60,,,low survival,03-Feb-20,4.4,2.3,6.6,68,70,,,,17-Feb-20,4.48,2.46,6.73,74,60,,,,02-Mar-20,4.7,2.9,3.3,35,70,,,base dying,16-Mar-20,4.7,2.4,3.9,37,70,,,bleach,24-Apr-20,5,2.7,3.4,36,90,,,base dead,27-May-20,5,2.9,4,47,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,9,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,4.9,1.9,5.6,53,80,,,check length,06-Jan-20,4.7,2.1,5.6,55,95,,,,20-Jan-20,4.6,2.6,5.8,64,60,,,low survival,03-Feb-20,4.7,2.1,6.3,64,70,,,,17-Feb-20,4.79,2.88,5.89,72,60,,,,02-Mar-20,5.1,2,5,49,70,,,base dying,16-Mar-20,4.8,1.9,5,45,80,,,bleach,24-Apr-20,3.1,1.3,3.6,15,20,,,dying,27-May-20,2,1,1,2,10,,,dead (not),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,10,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,6,4.1,3.1,62,100,,,,06-Jan-20,6.6,4.2,3.2,70,100,,,,20-Jan-20,6.3,4.5,3.3,76,95,,,,03-Feb-20,6.6,5,4.1,109,100,,,,17-Feb-20,6.7,5.15,4.23,116,100,,,,02-Mar-20,7.1,6.2,4.5,157,100,,,,16-Mar-20,7.5,6,4.9,171,100,,,,24-Apr-20,8.4,6,5.4,214,100,,,,27-May-20,7.9,4.7,5.1,148,100,,,broken??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,11,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,4.9,2,4.5,41,20,,,,06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,dead,02-Mar-20,,,,,0,,,dead,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,12,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,6.7,4.9,6.9,181,90,,,check width2,06-Jan-20,6.7,6.6,5.7,199,90,,,,20-Jan-20,7.2,6.1,5.9,203,90,,,,03-Feb-20,7.9,5.8,6.3,227,100,,,,17-Feb-20,7.98,6.14,6.54,252,100,,,,02-Mar-20,8.4,6,7.1,285,100,,,,16-Mar-20,8.6,8,7.1,385,95,,,,24-Apr-20,9.4,7.3,7.8,420,100,,,,27-May-20,10.5,7.7,8.1,517,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,13,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,7.6,4.6,7.1,205,90,,,,06-Jan-20,7.8,4.7,7.5,226,100,,,,20-Jan-20,8.3,4.8,8.3,280,100,,,,03-Feb-20,8.4,5.6,8.2,314,100,,,,17-Feb-20,9.19,6.32,8.21,381,100,,,,02-Mar-20,9.6,6.5,8.1,406,100,,,,16-Mar-20,9.4,7.3,8.1,435,100,,,,24-Apr-20,9.6,6.7,8,404,100,,,base dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,14,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,6.4,2.1,5.2,67,70,,,"Bleached; check length, width1 and width2",06-Jan-20,6.5,2.1,5.2,67,40,,,"check length, width1 and width2",20-Jan-20,3,1.7,4.5,23,40,,,alive only,03-Feb-20,3.3,1.8,4.7,26,40,,,,17-Feb-20,3.53,2.08,4.7,32,50,,,only alive bit,02-Mar-20,3.7,2.3,5,38,60,,,1/2 dead,16-Mar-20,4.5,1.9,4.8,40,60,,,less bleach than some porites? Or algae,24-Apr-20,2.6,1.3,4.6,17,25,,,90% dead,27-May-20,1,1,1,1,10,,,dead (not),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,15,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,12.2,6.6,6.9,435,90,,,,06-Jan-20,12.9,7.3,7.3,541,90,,,,20-Jan-20,13.5,7.9,7.6,632,90,,,,03-Feb-20,14.1,8.7,8.4,814,90,,,,17-Feb-20,14.92,9.71,8.45,966,100,,,,02-Mar-20,15.9,10.2,8.2,"1,056",100,,,,16-Mar-20,16.3,11.3,9.1,"1,330",90,,,,24-Apr-20,17.3,11.8,9.8,"1,584",95,,,,27-May-20,17.8,11.6,9.8,"1,599",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,14,16,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,6.8,3.5,5.9,117,100,,,,06-Jan-20,7,3.9,5.8,126,95,,,,20-Jan-20,7.2,4.2,5.8,142,95,,,,03-Feb-20,7.8,5.1,5.9,186,95,,,,17-Feb-20,8.48,5.5,6.15,226,100,,,,02-Mar-20,8.7,5.4,6.7,250,100,,,,16-Mar-20,8.4,5.6,6.9,255,100,,,,24-Apr-20,7.9,5.7,7.3,261,70,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,1,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,5.1,2.7,7.1,95,70,,,,06-Jan-20,5.2,2.9,7.1,101,80,,,,20-Jan-20,5.6,3.2,7.1,117,100,,,,03-Feb-20,6,3.5,7.1,131,95,,,,17-Feb-20,6.1,3.58,7.41,145,90,,,,02-Mar-20,6.5,4,7.4,166,90,,,base unhappy,16-Mar-20,6.5,4.1,5.6,120,85,,,DYING,24-Apr-20,6.5,4.6,5.3,125,90,,,base dyied,27-May-20,7.2,4.9,5.5,154,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,2,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,7.7,3.4,4.6,96,100,,,,06-Jan-20,7.6,3.2,5,99,100,,,,20-Jan-20,8.2,3.5,5,115,95,,,,03-Feb-20,8.4,3.5,5.2,125,100,,,,17-Feb-20,8.84,3.76,5.2,139,100,,,,02-Mar-20,9.1,4,5.8,170,100,,,,16-Mar-20,8.9,4.2,6.4,195,100,,,,24-Apr-20,9.3,4.2,6,190,100,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,3,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,4.9,3.1,6.6,91,100,,,,06-Jan-20,4.9,3.3,7,101,100,,,,20-Jan-20,5.3,3.6,7,116,100,,,,03-Feb-20,6,3.4,7,128,100,,,,17-Feb-20,6.21,3.63,7.16,142,100,,,,02-Mar-20,6.5,4.4,8.1,200,100,,,,16-Mar-20,6.8,4.6,8.2,218,100,,,,24-Apr-20,7.5,4.1,8.6,238,100,,,,27-May-20,7.9,4.3,8.3,247,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,4,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,9.4,5.8,6,254,100,,,,06-Jan-20,9.4,6.1,6.7,298,100,,,,20-Jan-20,9.6,6.1,6.7,309,100,,,,03-Feb-20,10.1,6.7,6.7,357,100,,,,17-Feb-20,11.11,7.32,6.9,441,100,,,,02-Mar-20,11.7,6.3,7.4,427,100,,,,16-Mar-20,11.9,6.6,7.6,472,100,,,,24-Apr-20,11.3,7.5,8.4,560,95,,,,27-May-20,7.9,3.8,5.6,138,100,,,BROKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,5,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,4.3,4.1,5.2,72,90,,,,06-Jan-20,4.1,4,5.7,75,90,,,,20-Jan-20,4.4,4.2,5.3,78,90,,,,03-Feb-20,5,4.5,5.3,95,95,,,,17-Feb-20,5.5,5.12,6,134,95,,,,02-Mar-20,6.2,5.3,6.1,159,90,,,base unhappy,16-Mar-20,6.3,5.7,5.7,159,90,,,base dead,24-Apr-20,6.7,6.5,5.5,188,95,,,,27-May-20,7.2,6.2,5.4,191,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,6,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,4.8,3.7,3.1,43,100,,,,06-Jan-20,5,3.6,3.1,44,100,,,,20-Jan-20,5,3.7,3.1,46,90,,,,03-Feb-20,5.3,3.9,3.1,51,70,,,,17-Feb-20,5.21,4.04,3.89,64,100,,,,02-Mar-20,5.3,4.2,3.7,65,100,,,,16-Mar-20,5,3.6,4,57,100,,,ANGLE,24-Apr-20,5.1,4,4,65,95,,,,27-May-20,5,4,3.9,60,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,7,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,9.4,8.8,6.1,407,95,,,,06-Jan-20,9.8,9.1,6.4,461,95,,,,20-Jan-20,10.2,9.5,6.6,517,90,,,,03-Feb-20,10,9.6,7.7,588,95,,,,17-Feb-20,10.49,9.67,7.8,629,100,,,,02-Mar-20,10.4,9.4,8.2,638,95,,,Base going,16-Mar-20,10.6,7.9,7.9,517,90,,,base going,24-Apr-20,11.3,6.8,9.7,604,100,,,HALF NOT BLEACHED,27-May-20,10.8,6.4,11.3,666,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,8,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,7,5.3,8.5,261,100,,,,06-Jan-20,7,5.9,8.5,288,100,,,,20-Jan-20,7.3,6.3,8.5,316,100,,,,03-Feb-20,7.8,6.9,8.7,371,100,,,,17-Feb-20,8.15,7.64,8.78,431,100,,,,02-Mar-20,8.8,8,9.5,529,100,,,,16-Mar-20,9.1,8.2,9.3,548,100,,,,24-Apr-20,9.9,8.5,10,664,100,,,,27-May-20,10.3,9.1,9.6,713,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,9,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,9.8,5.9,5,228,100,,,,06-Jan-20,9.5,6,5.8,260,100,,,,20-Jan-20,9.9,6.5,5.8,293,100,,,,03-Feb-20,10,6.6,5.9,306,100,,,,17-Feb-20,10.24,7.12,5.88,340,100,,,,02-Mar-20,10.4,6.9,6,337,100,,,,16-Mar-20,10.6,6.9,6.1,349,100,,,,24-Apr-20,11.2,7.2,6.2,394,90,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,10,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,3.4,1.6,6.1,39,10,,,,06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,dead,02-Mar-20,,,,,0,,,dead,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,11,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,6.1,5.1,4.6,113,10,,,"check length, width1 and width2",06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,TINY BIT ALIVE,02-Mar-20,,,,,0,,,deasish,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,12,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,13.2,9.4,10,982,100,,,,06-Jan-20,11.2,8.2,8.6,616,100,,,broken,20-Jan-20,12.5,9,9.2,812,100,,,,03-Feb-20,12.8,9.7,9.2,899,100,,,,17-Feb-20,13.9,10.49,10.55,"1,208",100,,,,02-Mar-20,14.5,11.3,10.7,"1,382",100,,,,16-Mar-20,14.2,12.4,10.2,"1,425",100,,,,24-Apr-20,13.9,13.5,9.8,"1,470",100,,,broke a bit,27-May-20,15.2,14.8,8.8,"1,663",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,13,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,9,4.5,4,128,90,,,,06-Jan-20,8.5,4.6,4.3,131,100,,,,20-Jan-20,9.4,5,4.4,163,100,,,,03-Feb-20,8.8,4.5,5.2,163,100,,,,17-Feb-20,9.07,5.17,5.9,218,100,,,,02-Mar-20,9.5,5.1,7.1,277,100,,,,16-Mar-20,9.6,5.3,7.4,306,100,,,,24-Apr-20,9.8,5.2,8,337,75,,,,27-May-20,9.8,5.5,7.9,346,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,14,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,9.7,7.3,6.8,375,85,,,,06-Jan-20,10.1,7.3,6.9,396,90,,,,20-Jan-20,10.6,7.3,7.6,463,90,,,,03-Feb-20,10.3,7.3,8.1,475,90,,,,17-Feb-20,10.52,8.69,9.39,675,95,,,,02-Mar-20,10.8,8.7,9.5,707,100,,,,16-Mar-20,10.5,9.3,9.7,747,95,,,,24-Apr-20,11.1,9,9.8,773,95,,,,27-May-20,11.9,9.3,10,873,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,15,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,7.2,2.3,5.9,94,80,,,check width2,06-Jan-20,7.3,2.4,5.7,93,100,,,,20-Jan-20,7.3,2.5,6.4,112,80,,,,03-Feb-20,7.5,2.7,6.6,128,85,,,,17-Feb-20,7.82,2.68,6.82,139,90,,,,02-Mar-20,8.7,3.2,3,64,50,,,1/3 alive,16-Mar-20,8.2,3.2,3.4,70,40,,,BASE,24-Apr-20,7.1,3,3.6,60,40,,,90% dead,27-May-20,,,,,0,,,deadish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,15,16,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,5.8,5.5,4,103,100,,,,06-Jan-20,5.2,5.1,5,105,100,,,,20-Jan-20,5.5,5.3,5.5,125,95,,,,03-Feb-20,6,5.3,6,150,95,,,,17-Feb-20,6.35,6.05,6.31,190,100,,,,02-Mar-20,6.2,6,6.5,190,100,,,,16-Mar-20,6.2,6,6.6,191,100,,,,24-Apr-20,6.4,6,7.2,216,95,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,1,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,7.8,6.1,3.7,148,100,,,,06-Jan-20,8.1,6.7,4.3,191,100,,,,20-Jan-20,8.3,6.7,4.3,197,100,,,,03-Feb-20,8.5,6.7,4.4,205,100,,,,17-Feb-20,9.59,7.19,4.54,259,100,,,,02-Mar-20,9.7,7.6,4.4,275,100,,,,16-Mar-20,9.9,7.3,5.1,297,100,,,,24-Apr-20,10.2,7.6,5.2,327,95,,,,27-May-20,10.6,7.9,5.5,377,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,2,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,8.4,4.4,5.2,152,100,,,,06-Jan-20,8.5,4.4,6.5,196,100,,,,20-Jan-20,9.2,4.1,6.5,202,95,,,,03-Feb-20,9.1,5,6.5,237,100,,,,17-Feb-20,9.22,6.28,6.55,298,100,,,,02-Mar-20,9.8,5.7,7.3,326,100,,,,16-Mar-20,9.6,6.6,7.1,357,100,,,,24-Apr-20,10,6.4,7.2,367,100,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,3,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,,,,,0,,,dead,06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,dead,02-Mar-20,,,,,0,,,dead,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,4,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,5.9,3.3,5.5,89,70,,,,06-Jan-20,6,3.3,5.6,92,80,,,1/2 dead,20-Jan-20,3.5,1.3,1.8,7,30,,,only alive top bit,03-Feb-20,3.7,1.4,1.8,8,50,,,,17-Feb-20,3.31,1.46,1.87,7,40,,,low survival,02-Mar-20,3.6,1.3,2.2,9,50,,,1/2 dead,16-Mar-20,3.6,1.3,2.2,9,40,,,,24-Apr-20,3.4,1.3,2.4,9,30,,,90%dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,5,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,6.1,2.9,4.8,70,20,,,"Bleaching; check length, width1 and width2",06-Jan-20,,,,,0,,,dead,20-Jan-20,,,,,0,,,dead,03-Feb-20,,,,,0,,,dead,17-Feb-20,,,,,0,,,dead,02-Mar-20,,,,,0,,,dead,16-Mar-20,,,,,0,,,dead,24-Apr-20,,,,,0,,,dead,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,6,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,8.6,7.5,2.9,184,100,,,,06-Jan-20,8.6,7.8,3,198,100,,,,20-Jan-20,8.7,7.8,3.5,220,100,,,,03-Feb-20,9,8.2,3.5,240,100,,,,17-Feb-20,10.14,8.35,3.68,288,100,,,,02-Mar-20,10.8,8.5,4,328,100,,,,16-Mar-20,10.7,8.7,5.6,434,100,,,,24-Apr-20,11.4,9.2,6.7,569,95,,,,27-May-20,11.9,8.8,6.8,568,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,7,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,8,3.9,3.6,88,90,,,,06-Jan-20,7.8,4,5.1,127,100,,,,20-Jan-20,8.3,4.2,5.1,140,100,,,,03-Feb-20,8,3.8,5.1,124,100,,,,17-Feb-20,9.38,4.22,4.8,150,100,,,,02-Mar-20,9.5,4.7,5.3,185,100,,,,16-Mar-20,8.9,4.4,6.5,208,100,,,,24-Apr-20,9.9,4.6,6.6,242,90,,,,27-May-20,9.8,4.5,6.6,236,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,8,Millepora sp,Table,,T2: One month electricity only,23-Dec-19,6.4,4.7,3.5,86,100,,,,06-Jan-20,6.3,4.8,3.8,92,100,,,,20-Jan-20,6.6,5,4.5,118,100,,,,03-Feb-20,7,5.6,4.8,148,100,,,,17-Feb-20,7.43,5.76,6.4,216,100,,,,02-Mar-20,7.5,5.8,6.4,218,100,,,,16-Mar-20,7.4,6.4,6.6,249,100,,,,24-Apr-20,8.2,6,6.8,262,85,,,,27-May-20,,,,,0,,,deadish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,9,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,5.5,4.9,4.2,89,60,,,,06-Jan-20,5.6,5.3,4.7,111,90,,,,20-Jan-20,6,5.2,4.8,116,95,,,broken,03-Feb-20,5.9,5.3,4.8,118,80,,,,17-Feb-20,6.56,6.26,4.98,163,95,,,,02-Mar-20,6.9,6.3,5,170,95,,,,16-Mar-20,6.9,6.2,5.2,178,95,,,,24-Apr-20,7.1,6.6,5,187,95,,,,27-May-20,,,,,0,,,deadish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,10,Acropora verweyi,Table,,T2: One month electricity only,23-Dec-19,9.3,5,3.2,124,90,,,,06-Jan-20,9.3,5.2,3.7,147,90,,,,20-Jan-20,9.3,5.9,4,181,90,,,all,03-Feb-20,9.4,6.1,4.5,209,90,,,,17-Feb-20,9.59,6.35,4.69,230,95,,,,02-Mar-20,9.1,7.7,5.5,308,90,,,,16-Mar-20,9.2,8.1,5.6,339,95,,,,24-Apr-20,11.1,7.7,6.7,452,95,,,,27-May-20,11.1,8.5,7.2,537,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,11,Porites cylindrica,Table,,T2: One month electricity only,23-Dec-19,4.4,2.8,6.8,79,60,,,,06-Jan-20,4.5,2.8,6.7,81,90,,,,20-Jan-20,3.9,3.4,6.9,81,70,,,,03-Feb-20,3.9,3.5,7.2,87,80,,,,17-Feb-20,3.88,3.81,6.75,85,90,,,,02-Mar-20,4.5,3.8,4.6,62,85,,,base dying,16-Mar-20,4.5,3.8,5,69,90,,,base dead,24-Apr-20,3.7,4.1,7.1,90,95,,,can seee base,27-May-20,4.5,4.3,5.6,86,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion,Firefly,16,12,Pocillopora verrucosa,Table,,T2: One month electricity only,23-Dec-19,9.2,7.4,8.5,458,100,,,,06-Jan-20,9.8,8.8,7.8,531,100,,,,20-Jan-20,10.9,8.9,8.2,627,100,,,,03-Feb-20,11.1,9,8.2,648,100,,,,17-Feb-20,10.48,9.76,9.02,726,100,,,,02-Mar-20,10.6,9.7,9,725,100,,,,16-Mar-20,10.5,9.5,9,709,100,,,?,24-Apr-20,10.6,9.9,9.1,750,100,,,,27-May-20,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
